Instance,Pred_class,class,Matches,x,y,Mix,Account_Balance,Duration_of_Credit,Payment_Status_of_Previous_Credit,Credit_Amount,Value_Savings,Length_emp,Installment,Duration_current_add,Age,class_new
1312,,,,-0.585010391,0.645206678,,,,,,,,,,,
1313,,,,-0.585010391,0.671251889,,,,,,,,,,,
1314,,,,-0.585010391,0.697297101,,,,,,,,,,,
1315,,,,-0.585010391,0.723342312,,,,,,,,,,,
1316,,,,-0.585010391,0.749387523,,,,,,,,,,,
1317,,,,-0.55896518,-0.787279948,,,,,,,,,,,
1318,,,,-0.55896518,-0.761234737,,,,,,,,,,,
1319,,,,-0.55896518,-0.735189525,,,,,,,,,,,
1320,,,,-0.55896518,-0.709144314,,,,,,,,,,,
1321,,,,-0.55896518,-0.683099102,,,,,,,,,,,
1322,,,,-0.55896518,-0.657053891,,,,,,,,,,,
1323,,,,-0.55896518,-0.63100868,,,,,,,,,,,
1324,,,,-0.55896518,-0.604963468,,,,,,,,,,,
1325,,,,-0.55896518,-0.578918257,,,,,,,,,,,
1326,,,,-0.55896518,-0.552873046,,,,,,,,,,,
1327,,,,-0.55896518,-0.344511354,,,,,,,,,,,
1328,,,,-0.55896518,-0.26637572,,,,,,,,,,,
1329,,,,-0.55896518,-0.240330509,,,,,,,,,,,
1330,,,,-0.55896518,-0.136149663,,,,,,,,,,,
1331,,,,-0.55896518,-0.110104452,,,,,,,,,,,
1332,,,,-0.55896518,-0.084059241,,,,,,,,,,,
1333,,,,-0.55896518,-0.058014029,,,,,,,,,,,
1334,,,,-0.55896518,-0.031968818,,,,,,,,,,,
1335,,,,-0.55896518,-0.005923607,,,,,,,,,,,
1336,,,,-0.55896518,0.020121605,,,,,,,,,,,
1337,,,,-0.55896518,0.046166816,,,,,,,,,,,
1338,,,,-0.55896518,0.12430245,,,,,,,,,,,
1339,,,,-0.55896518,0.150347662,,,,,,,,,,,
1340,,,,-0.55896518,0.254528507,,,,,,,,,,,
1341,,,,-0.55896518,0.280573719,,,,,,,,,,,
1342,,,,-0.55896518,0.384754564,,,,,,,,,,,
1343,,,,-0.55896518,0.514980621,,,,,,,,,,,
1344,,,,-0.55896518,0.541025832,,,,,,,,,,,
1345,,,,-0.55896518,0.567071044,,,,,,,,,,,
1346,,,,-0.55896518,0.593116255,,,,,,,,,,,
1347,,,,-0.55896518,0.619161467,,,,,,,,,,,
1348,,,,-0.55896518,0.645206678,,,,,,,,,,,
1349,,,,-0.55896518,0.671251889,,,,,,,,,,,
1350,,,,-0.55896518,0.697297101,,,,,,,,,,,
1351,,,,-0.55896518,0.723342312,,,,,,,,,,,
1352,,,,-0.55896518,0.749387523,,,,,,,,,,,
1353,,,,-0.532919968,-0.787279948,,,,,,,,,,,
1354,,,,-0.532919968,-0.761234737,,,,,,,,,,,
1355,,,,-0.532919968,-0.735189525,,,,,,,,,,,
1356,,,,-0.532919968,-0.709144314,,,,,,,,,,,
1357,,,,-0.532919968,-0.683099102,,,,,,,,,,,
1358,,,,-0.532919968,-0.657053891,,,,,,,,,,,
1359,,,,-0.532919968,-0.63100868,,,,,,,,,,,
1360,,,,-0.532919968,-0.604963468,,,,,,,,,,,
1361,,,,-0.532919968,-0.578918257,,,,,,,,,,,
1362,,,,-0.532919968,-0.552873046,,,,,,,,,,,
1363,,,,-0.532919968,-0.526827834,,,,,,,,,,,
1364,,,,-0.532919968,-0.474737411,,,,,,,,,,,
1365,,,,-0.532919968,-0.344511354,,,,,,,,,,,
1366,,,,-0.532919968,-0.318466143,,,,,,,,,,,
1367,,,,-0.532919968,-0.240330509,,,,,,,,,,,
1368,,,,-0.532919968,-0.214285298,,,,,,,,,,,
1369,,,,-0.532919968,-0.136149663,,,,,,,,,,,
1370,,,,-0.532919968,-0.110104452,,,,,,,,,,,
1371,,,,-0.532919968,-0.084059241,,,,,,,,,,,
1372,,,,-0.532919968,-0.058014029,,,,,,,,,,,
1373,,,,-0.532919968,-0.031968818,,,,,,,,,,,
1374,,,,-0.532919968,-0.005923607,,,,,,,,,,,
1375,,,,-0.532919968,0.020121605,,,,,,,,,,,
1376,,,,-0.532919968,0.046166816,,,,,,,,,,,
1377,,,,-0.532919968,0.12430245,,,,,,,,,,,
1378,,,,-0.532919968,0.150347662,,,,,,,,,,,
1379,,,,-0.532919968,0.176392873,,,,,,,,,,,
1380,,,,-0.532919968,0.202438085,,,,,,,,,,,
1381,,,,-0.532919968,0.228483296,,,,,,,,,,,
1382,,,,-0.532919968,0.384754564,,,,,,,,,,,
1383,,,,-0.532919968,0.436844987,,,,,,,,,,,
1384,,,,-0.532919968,0.514980621,,,,,,,,,,,
1385,,,,-0.532919968,0.541025832,,,,,,,,,,,
1386,,,,-0.532919968,0.567071044,,,,,,,,,,,
1387,,,,-0.532919968,0.593116255,,,,,,,,,,,
1388,,,,-0.532919968,0.619161467,,,,,,,,,,,
1389,,,,-0.532919968,0.645206678,,,,,,,,,,,
1390,,,,-0.532919968,0.671251889,,,,,,,,,,,
1391,,,,-0.532919968,0.697297101,,,,,,,,,,,
1392,,,,-0.532919968,0.723342312,,,,,,,,,,,
1393,,,,-0.532919968,0.749387523,,,,,,,,,,,
1394,,,,-0.506874757,-0.787279948,,,,,,,,,,,
1395,,,,-0.506874757,-0.761234737,,,,,,,,,,,
1396,,,,-0.506874757,-0.735189525,,,,,,,,,,,
1397,,,,-0.506874757,-0.709144314,,,,,,,,,,,
1398,,,,-0.506874757,-0.683099102,,,,,,,,,,,
1399,,,,-0.506874757,-0.657053891,,,,,,,,,,,
1400,,,,-0.506874757,-0.63100868,,,,,,,,,,,
1401,,,,-0.506874757,-0.604963468,,,,,,,,,,,
1402,,,,-0.506874757,-0.578918257,,,,,,,,,,,
1403,,,,-0.506874757,-0.552873046,,,,,,,,,,,
1404,,,,-0.506874757,-0.526827834,,,,,,,,,,,
1405,,,,-0.506874757,-0.500782623,,,,,,,,,,,
1406,,,,-0.506874757,-0.474737411,,,,,,,,,,,
1407,,,,-0.506874757,-0.396601777,,,,,,,,,,,
1408,,,,-0.506874757,-0.370556566,,,,,,,,,,,
1409,,,,-0.506874757,-0.240330509,,,,,,,,,,,
1410,,,,-0.506874757,-0.136149663,,,,,,,,,,,
1411,,,,-0.506874757,-0.084059241,,,,,,,,,,,
1412,,,,-0.506874757,-0.058014029,,,,,,,,,,,
1413,,,,-0.506874757,-0.031968818,,,,,,,,,,,
1414,,,,-0.506874757,-0.005923607,,,,,,,,,,,
1415,,,,-0.506874757,0.020121605,,,,,,,,,,,
1416,,,,-0.506874757,0.046166816,,,,,,,,,,,
1417,,,,-0.506874757,0.072212028,,,,,,,,,,,
1418,,,,-0.506874757,0.150347662,,,,,,,,,,,
1419,,,,-0.506874757,0.202438085,,,,,,,,,,,
1420,,,,-0.506874757,0.228483296,,,,,,,,,,,
1421,,,,-0.506874757,0.541025832,,,,,,,,,,,
1422,,,,-0.506874757,0.567071044,,,,,,,,,,,
1423,,,,-0.506874757,0.593116255,,,,,,,,,,,
1424,,,,-0.506874757,0.619161467,,,,,,,,,,,
1425,,,,-0.506874757,0.645206678,,,,,,,,,,,
1426,,,,-0.506874757,0.671251889,,,,,,,,,,,
1427,,,,-0.506874757,0.697297101,,,,,,,,,,,
1428,,,,-0.506874757,0.723342312,,,,,,,,,,,
1429,,,,-0.506874757,0.749387523,,,,,,,,,,,
1430,,,,-0.480829546,-0.787279948,,,,,,,,,,,
1431,,,,-0.480829546,-0.761234737,,,,,,,,,,,
1432,,,,-0.480829546,-0.735189525,,,,,,,,,,,
1433,,,,-0.480829546,-0.709144314,,,,,,,,,,,
1434,,,,-0.480829546,-0.683099102,,,,,,,,,,,
1435,,,,-0.480829546,-0.657053891,,,,,,,,,,,
1436,,,,-0.480829546,-0.63100868,,,,,,,,,,,
1437,,,,-0.480829546,-0.604963468,,,,,,,,,,,
1438,,,,-0.480829546,-0.578918257,,,,,,,,,,,
1439,,,,-0.480829546,-0.552873046,,,,,,,,,,,
1440,,,,-0.480829546,-0.396601777,,,,,,,,,,,
1441,,,,-0.480829546,-0.370556566,,,,,,,,,,,
1442,,,,-0.480829546,-0.344511354,,,,,,,,,,,
1443,,,,-0.480829546,-0.240330509,,,,,,,,,,,
1444,,,,-0.480829546,-0.162194875,,,,,,,,,,,
1445,,,,-0.480829546,-0.136149663,,,,,,,,,,,
1446,,,,-0.480829546,-0.084059241,,,,,,,,,,,
1447,,,,-0.480829546,-0.058014029,,,,,,,,,,,
1448,,,,-0.480829546,-0.031968818,,,,,,,,,,,
1449,,,,-0.480829546,-0.005923607,,,,,,,,,,,
1450,,,,-0.480829546,0.020121605,,,,,,,,,,,
1451,,,,-0.480829546,0.046166816,,,,,,,,,,,
1452,,,,-0.480829546,0.072212028,,,,,,,,,,,
1453,,,,-0.480829546,0.150347662,,,,,,,,,,,
1454,,,,-0.480829546,0.202438085,,,,,,,,,,,
1455,,,,-0.480829546,0.228483296,,,,,,,,,,,
1456,,,,-0.480829546,0.30661893,,,,,,,,,,,
1457,,,,-0.480829546,0.332664141,,,,,,,,,,,
1458,,,,-0.480829546,0.593116255,,,,,,,,,,,
1459,,,,-0.480829546,0.619161467,,,,,,,,,,,
1460,,,,-0.480829546,0.645206678,,,,,,,,,,,
1461,,,,-0.480829546,0.671251889,,,,,,,,,,,
1462,,,,-0.480829546,0.697297101,,,,,,,,,,,
1463,,,,-0.480829546,0.723342312,,,,,,,,,,,
1464,,,,-0.480829546,0.749387523,,,,,,,,,,,
1465,,,,-0.454784334,-0.787279948,,,,,,,,,,,
1466,,,,-0.454784334,-0.761234737,,,,,,,,,,,
1467,,,,-0.454784334,-0.735189525,,,,,,,,,,,
1468,,,,-0.454784334,-0.709144314,,,,,,,,,,,
1469,,,,-0.454784334,-0.683099102,,,,,,,,,,,
1470,,,,-0.454784334,-0.657053891,,,,,,,,,,,
1471,,,,-0.454784334,-0.63100868,,,,,,,,,,,
1472,,,,-0.454784334,-0.604963468,,,,,,,,,,,
1473,,,,-0.454784334,-0.396601777,,,,,,,,,,,
1474,,,,-0.454784334,-0.318466143,,,,,,,,,,,
1475,,,,-0.454784334,-0.292420932,,,,,,,,,,,
1476,,,,-0.454784334,-0.26637572,,,,,,,,,,,
1477,,,,-0.454784334,-0.188240086,,,,,,,,,,,
1478,,,,-0.454784334,-0.162194875,,,,,,,,,,,
1479,,,,-0.454784334,-0.136149663,,,,,,,,,,,
1480,,,,-0.454784334,-0.110104452,,,,,,,,,,,
1481,,,,-0.454784334,-0.084059241,,,,,,,,,,,
1482,,,,-0.454784334,-0.058014029,,,,,,,,,,,
1483,,,,-0.454784334,-0.031968818,,,,,,,,,,,
1484,,,,-0.454784334,-0.005923607,,,,,,,,,,,
1485,,,,-0.454784334,0.020121605,,,,,,,,,,,
1486,,,,-0.454784334,0.046166816,,,,,,,,,,,
1487,,,,-0.454784334,0.072212028,,,,,,,,,,,
1488,,,,-0.454784334,0.098257239,,,,,,,,,,,
1489,,,,-0.454784334,0.12430245,,,,,,,,,,,
1490,,,,-0.454784334,0.150347662,,,,,,,,,,,
1491,,,,-0.454784334,0.176392873,,,,,,,,,,,
1492,,,,-0.454784334,0.202438085,,,,,,,,,,,
1493,,,,-0.454784334,0.254528507,,,,,,,,,,,
1494,,,,-0.454784334,0.332664141,,,,,,,,,,,
1495,,,,-0.454784334,0.593116255,,,,,,,,,,,
1496,,,,-0.454784334,0.619161467,,,,,,,,,,,
1497,,,,-0.454784334,0.645206678,,,,,,,,,,,
1498,,,,-0.454784334,0.671251889,,,,,,,,,,,
1499,,,,-0.454784334,0.697297101,,,,,,,,,,,
1500,,,,-0.454784334,0.723342312,,,,,,,,,,,
1501,,,,-0.454784334,0.749387523,,,,,,,,,,,
1502,,,,-0.428739123,-0.787279948,,,,,,,,,,,
1503,,,,-0.428739123,-0.761234737,,,,,,,,,,,
1504,,,,-0.428739123,-0.735189525,,,,,,,,,,,
1505,,,,-0.428739123,-0.709144314,,,,,,,,,,,
1506,,,,-0.428739123,-0.683099102,,,,,,,,,,,
1507,,,,-0.428739123,-0.657053891,,,,,,,,,,,
1508,,,,-0.428739123,-0.63100868,,,,,,,,,,,
1509,,,,-0.428739123,-0.422646989,,,,,,,,,,,
1510,,,,-0.428739123,-0.396601777,,,,,,,,,,,
1511,,,,-0.428739123,-0.318466143,,,,,,,,,,,
1512,,,,-0.428739123,-0.110104452,,,,,,,,,,,
1513,,,,-0.428739123,-0.084059241,,,,,,,,,,,
1514,,,,-0.428739123,-0.058014029,,,,,,,,,,,
1515,,,,-0.428739123,-0.031968818,,,,,,,,,,,
1516,,,,-0.428739123,-0.005923607,,,,,,,,,,,
1517,,,,-0.428739123,0.020121605,,,,,,,,,,,
1518,,,,-0.428739123,0.046166816,,,,,,,,,,,
1519,,,,-0.428739123,0.072212028,,,,,,,,,,,
1520,,,,-0.428739123,0.098257239,,,,,,,,,,,
1521,,,,-0.428739123,0.12430245,,,,,,,,,,,
1522,,,,-0.428739123,0.150347662,,,,,,,,,,,
1523,,,,-0.428739123,0.176392873,,,,,,,,,,,
1524,,,,-0.428739123,0.202438085,,,,,,,,,,,
1525,,,,-0.428739123,0.332664141,,,,,,,,,,,
1526,,,,-0.428739123,0.593116255,,,,,,,,,,,
1527,,,,-0.428739123,0.619161467,,,,,,,,,,,
1528,,,,-0.428739123,0.645206678,,,,,,,,,,,
1529,,,,-0.428739123,0.671251889,,,,,,,,,,,
1530,,,,-0.428739123,0.697297101,,,,,,,,,,,
1531,,,,-0.428739123,0.723342312,,,,,,,,,,,
1532,,,,-0.428739123,0.749387523,,,,,,,,,,,
1533,,,,-0.402693911,-0.787279948,,,,,,,,,,,
1534,,,,-0.402693911,-0.761234737,,,,,,,,,,,
1535,,,,-0.402693911,-0.735189525,,,,,,,,,,,
1536,,,,-0.402693911,-0.709144314,,,,,,,,,,,
1537,,,,-0.402693911,-0.683099102,,,,,,,,,,,
1538,,,,-0.402693911,-0.657053891,,,,,,,,,,,
1539,,,,-0.402693911,-0.63100868,,,,,,,,,,,
1540,,,,-0.402693911,-0.552873046,,,,,,,,,,,
1541,,,,-0.402693911,-0.526827834,,,,,,,,,,,
1542,,,,-0.402693911,-0.422646989,,,,,,,,,,,
1543,,,,-0.402693911,-0.396601777,,,,,,,,,,,
1544,,,,-0.402693911,-0.370556566,,,,,,,,,,,
1545,,,,-0.402693911,-0.318466143,,,,,,,,,,,
1546,,,,-0.402693911,-0.240330509,,,,,,,,,,,
1547,,,,-0.402693911,-0.214285298,,,,,,,,,,,
1548,,,,-0.402693911,-0.084059241,,,,,,,,,,,
1549,,,,-0.402693911,-0.058014029,,,,,,,,,,,
1550,,,,-0.402693911,-0.031968818,,,,,,,,,,,
1551,,,,-0.402693911,-0.005923607,,,,,,,,,,,
1552,,,,-0.402693911,0.020121605,,,,,,,,,,,
1553,,,,-0.402693911,0.046166816,,,,,,,,,,,
1554,,,,-0.402693911,0.072212028,,,,,,,,,,,
1555,,,,-0.402693911,0.098257239,,,,,,,,,,,
1556,,,,-0.402693911,0.12430245,,,,,,,,,,,
1557,,,,-0.402693911,0.150347662,,,,,,,,,,,
1558,,,,-0.402693911,0.176392873,,,,,,,,,,,
1559,,,,-0.402693911,0.202438085,,,,,,,,,,,
1560,,,,-0.402693911,0.228483296,,,,,,,,,,,
1561,,,,-0.402693911,0.254528507,,,,,,,,,,,
1562,,,,-0.402693911,0.332664141,,,,,,,,,,,
1563,,,,-0.402693911,0.462890198,,,,,,,,,,,
1564,,,,-0.402693911,0.671251889,,,,,,,,,,,
1565,,,,-0.402693911,0.697297101,,,,,,,,,,,
1566,,,,-0.402693911,0.723342312,,,,,,,,,,,
1567,,,,-0.402693911,0.749387523,,,,,,,,,,,
1568,,,,-0.3766487,-0.787279948,,,,,,,,,,,
1569,,,,-0.3766487,-0.761234737,,,,,,,,,,,
1570,,,,-0.3766487,-0.735189525,,,,,,,,,,,
1571,,,,-0.3766487,-0.709144314,,,,,,,,,,,
1572,,,,-0.3766487,-0.683099102,,,,,,,,,,,
1573,,,,-0.3766487,-0.422646989,,,,,,,,,,,
1574,,,,-0.3766487,-0.396601777,,,,,,,,,,,
1575,,,,-0.3766487,-0.370556566,,,,,,,,,,,
1576,,,,-0.3766487,-0.26637572,,,,,,,,,,,
1577,,,,-0.3766487,-0.240330509,,,,,,,,,,,
1578,,,,-0.3766487,-0.162194875,,,,,,,,,,,
1579,,,,-0.3766487,-0.136149663,,,,,,,,,,,
1580,,,,-0.3766487,-0.058014029,,,,,,,,,,,
1581,,,,-0.3766487,-0.031968818,,,,,,,,,,,
1582,,,,-0.3766487,-0.005923607,,,,,,,,,,,
1583,,,,-0.3766487,0.020121605,,,,,,,,,,,
1584,,,,-0.3766487,0.046166816,,,,,,,,,,,
1585,,,,-0.3766487,0.072212028,,,,,,,,,,,
1586,,,,-0.3766487,0.098257239,,,,,,,,,,,
1587,,,,-0.3766487,0.12430245,,,,,,,,,,,
1588,,,,-0.3766487,0.150347662,,,,,,,,,,,
1589,,,,-0.3766487,0.176392873,,,,,,,,,,,
1590,,,,-0.3766487,0.202438085,,,,,,,,,,,
1591,,,,-0.3766487,0.228483296,,,,,,,,,,,
1592,,,,-0.3766487,0.254528507,,,,,,,,,,,
1593,,,,-0.3766487,0.671251889,,,,,,,,,,,
1594,,,,-0.3766487,0.697297101,,,,,,,,,,,
1595,,,,-0.3766487,0.723342312,,,,,,,,,,,
1596,,,,-0.3766487,0.749387523,,,,,,,,,,,
1597,,,,-0.350603489,-0.787279948,,,,,,,,,,,
1598,,,,-0.350603489,-0.761234737,,,,,,,,,,,
1599,,,,-0.350603489,-0.735189525,,,,,,,,,,,
1600,,,,-0.350603489,-0.709144314,,,,,,,,,,,
1601,,,,-0.350603489,-0.683099102,,,,,,,,,,,
1602,,,,-0.350603489,-0.474737411,,,,,,,,,,,
1603,,,,-0.350603489,-0.318466143,,,,,,,,,,,
1604,,,,-0.350603489,-0.26637572,,,,,,,,,,,
1605,,,,-0.350603489,-0.240330509,,,,,,,,,,,
1606,,,,-0.350603489,-0.162194875,,,,,,,,,,,
1607,,,,-0.350603489,-0.084059241,,,,,,,,,,,
1608,,,,-0.350603489,-0.058014029,,,,,,,,,,,
1609,,,,-0.350603489,-0.031968818,,,,,,,,,,,
1610,,,,-0.350603489,-0.005923607,,,,,,,,,,,
1611,,,,-0.350603489,0.020121605,,,,,,,,,,,
1612,,,,-0.350603489,0.046166816,,,,,,,,,,,
1613,,,,-0.350603489,0.072212028,,,,,,,,,,,
1614,,,,-0.350603489,0.098257239,,,,,,,,,,,
1615,,,,-0.350603489,0.12430245,,,,,,,,,,,
1616,,,,-0.350603489,0.150347662,,,,,,,,,,,
1617,,,,-0.350603489,0.176392873,,,,,,,,,,,
1618,,,,-0.350603489,0.202438085,,,,,,,,,,,
1619,,,,-0.350603489,0.228483296,,,,,,,,,,,
1620,,,,-0.350603489,0.254528507,,,,,,,,,,,
1621,,,,-0.350603489,0.280573719,,,,,,,,,,,
1622,,,,-0.350603489,0.30661893,,,,,,,,,,,
1623,,,,-0.350603489,0.697297101,,,,,,,,,,,
1624,,,,-0.350603489,0.723342312,,,,,,,,,,,
1625,,,,-0.350603489,0.749387523,,,,,,,,,,,
1626,,,,-0.324558277,-0.787279948,,,,,,,,,,,
1627,,,,-0.324558277,-0.761234737,,,,,,,,,,,
1628,,,,-0.324558277,-0.735189525,,,,,,,,,,,
1629,,,,-0.324558277,-0.709144314,,,,,,,,,,,
1630,,,,-0.324558277,-0.683099102,,,,,,,,,,,
1631,,,,-0.324558277,-0.318466143,,,,,,,,,,,
1632,,,,-0.324558277,-0.292420932,,,,,,,,,,,
1633,,,,-0.324558277,-0.26637572,,,,,,,,,,,
1634,,,,-0.324558277,-0.214285298,,,,,,,,,,,
1635,,,,-0.324558277,-0.162194875,,,,,,,,,,,
1636,,,,-0.324558277,-0.136149663,,,,,,,,,,,
1637,,,,-0.324558277,-0.084059241,,,,,,,,,,,
1638,,,,-0.324558277,-0.058014029,,,,,,,,,,,
1639,,,,-0.324558277,-0.031968818,,,,,,,,,,,
1640,,,,-0.324558277,-0.005923607,,,,,,,,,,,
1641,,,,-0.324558277,0.020121605,,,,,,,,,,,
1642,,,,-0.324558277,0.046166816,,,,,,,,,,,
1643,,,,-0.324558277,0.072212028,,,,,,,,,,,
1644,,,,-0.324558277,0.098257239,,,,,,,,,,,
1645,,,,-0.324558277,0.12430245,,,,,,,,,,,
1646,,,,-0.324558277,0.150347662,,,,,,,,,,,
1647,,,,-0.324558277,0.176392873,,,,,,,,,,,
1648,,,,-0.324558277,0.202438085,,,,,,,,,,,
1649,,,,-0.324558277,0.228483296,,,,,,,,,,,
1650,,,,-0.324558277,0.254528507,,,,,,,,,,,
1651,,,,-0.324558277,0.280573719,,,,,,,,,,,
1652,,,,-0.324558277,0.30661893,,,,,,,,,,,
1653,,,,-0.324558277,0.697297101,,,,,,,,,,,
1654,,,,-0.324558277,0.723342312,,,,,,,,,,,
1655,,,,-0.324558277,0.749387523,,,,,,,,,,,
1656,,,,-0.298513066,-0.787279948,,,,,,,,,,,
1657,,,,-0.298513066,-0.761234737,,,,,,,,,,,
1658,,,,-0.298513066,-0.735189525,,,,,,,,,,,
1659,,,,-0.298513066,-0.709144314,,,,,,,,,,,
1660,,,,-0.298513066,-0.683099102,,,,,,,,,,,
1661,,,,-0.298513066,-0.4486922,,,,,,,,,,,
1662,,,,-0.298513066,-0.422646989,,,,,,,,,,,
1663,,,,-0.298513066,-0.396601777,,,,,,,,,,,
1664,,,,-0.298513066,-0.370556566,,,,,,,,,,,
1665,,,,-0.298513066,-0.344511354,,,,,,,,,,,
1666,,,,-0.298513066,-0.318466143,,,,,,,,,,,
1667,,,,-0.298513066,-0.292420932,,,,,,,,,,,
1668,,,,-0.298513066,-0.26637572,,,,,,,,,,,
1669,,,,-0.298513066,-0.162194875,,,,,,,,,,,
1670,,,,-0.298513066,-0.136149663,,,,,,,,,,,
1671,,,,-0.298513066,-0.110104452,,,,,,,,,,,
1672,,,,-0.298513066,-0.084059241,,,,,,,,,,,
1673,,,,-0.298513066,-0.058014029,,,,,,,,,,,
1674,,,,-0.298513066,-0.031968818,,,,,,,,,,,
1675,,,,-0.298513066,-0.005923607,,,,,,,,,,,
1676,,,,-0.298513066,0.020121605,,,,,,,,,,,
1677,,,,-0.298513066,0.046166816,,,,,,,,,,,
1678,,,,-0.298513066,0.072212028,,,,,,,,,,,
1679,,,,-0.298513066,0.098257239,,,,,,,,,,,
1680,,,,-0.298513066,0.12430245,,,,,,,,,,,
1681,,,,-0.298513066,0.150347662,,,,,,,,,,,
1682,,,,-0.298513066,0.176392873,,,,,,,,,,,
1683,,,,-0.298513066,0.202438085,,,,,,,,,,,
1684,,,,-0.298513066,0.228483296,,,,,,,,,,,
1685,,,,-0.298513066,0.254528507,,,,,,,,,,,
1686,,,,-0.298513066,0.280573719,,,,,,,,,,,
1687,,,,-0.298513066,0.30661893,,,,,,,,,,,
1688,,,,-0.298513066,0.541025832,,,,,,,,,,,
1689,,,,-0.298513066,0.567071044,,,,,,,,,,,
1690,,,,-0.298513066,0.593116255,,,,,,,,,,,
1691,,,,-0.298513066,0.619161467,,,,,,,,,,,
1692,,,,-0.298513066,0.697297101,,,,,,,,,,,
1693,,,,-0.298513066,0.723342312,,,,,,,,,,,
1694,,,,-0.298513066,0.749387523,,,,,,,,,,,
1695,,,,-0.272467855,-0.787279948,,,,,,,,,,,
1696,,,,-0.272467855,-0.761234737,,,,,,,,,,,
1697,,,,-0.272467855,-0.735189525,,,,,,,,,,,
1698,,,,-0.272467855,-0.709144314,,,,,,,,,,,
1699,,,,-0.272467855,-0.683099102,,,,,,,,,,,
1700,,,,-0.272467855,-0.657053891,,,,,,,,,,,
1701,,,,-0.272467855,-0.396601777,,,,,,,,,,,
1702,,,,-0.272467855,-0.370556566,,,,,,,,,,,
1703,,,,-0.272467855,-0.344511354,,,,,,,,,,,
1704,,,,-0.272467855,-0.318466143,,,,,,,,,,,
1705,,,,-0.272467855,-0.292420932,,,,,,,,,,,
1706,,,,-0.272467855,-0.26637572,,,,,,,,,,,
1707,,,,-0.272467855,-0.240330509,,,,,,,,,,,
1708,,,,-0.272467855,-0.214285298,,,,,,,,,,,
1709,,,,-0.272467855,-0.188240086,,,,,,,,,,,
1710,,,,-0.272467855,-0.162194875,,,,,,,,,,,
1711,,,,-0.272467855,-0.136149663,,,,,,,,,,,
1712,,,,-0.272467855,-0.110104452,,,,,,,,,,,
1713,,,,-0.272467855,-0.084059241,,,,,,,,,,,
1714,,,,-0.272467855,-0.058014029,,,,,,,,,,,
1715,,,,-0.272467855,-0.031968818,,,,,,,,,,,
1716,,,,-0.272467855,-0.005923607,,,,,,,,,,,
1717,,,,-0.272467855,0.020121605,,,,,,,,,,,
1718,,,,-0.272467855,0.046166816,,,,,,,,,,,
1719,,,,-0.272467855,0.072212028,,,,,,,,,,,
1720,,,,-0.272467855,0.098257239,,,,,,,,,,,
1721,,,,-0.272467855,0.12430245,,,,,,,,,,,
1722,,,,-0.272467855,0.150347662,,,,,,,,,,,
1723,,,,-0.272467855,0.176392873,,,,,,,,,,,
1724,,,,-0.272467855,0.202438085,,,,,,,,,,,
1725,,,,-0.272467855,0.228483296,,,,,,,,,,,
1726,,,,-0.272467855,0.254528507,,,,,,,,,,,
1727,,,,-0.272467855,0.280573719,,,,,,,,,,,
1728,,,,-0.272467855,0.30661893,,,,,,,,,,,
1729,,,,-0.272467855,0.332664141,,,,,,,,,,,
1730,,,,-0.272467855,0.358709353,,,,,,,,,,,
1731,,,,-0.272467855,0.384754564,,,,,,,,,,,
1732,,,,-0.272467855,0.48893541,,,,,,,,,,,
1733,,,,-0.272467855,0.514980621,,,,,,,,,,,
1734,,,,-0.272467855,0.541025832,,,,,,,,,,,
1735,,,,-0.272467855,0.567071044,,,,,,,,,,,
1736,,,,-0.272467855,0.593116255,,,,,,,,,,,
1737,,,,-0.272467855,0.619161467,,,,,,,,,,,
1738,,,,-0.272467855,0.645206678,,,,,,,,,,,
1739,,,,-0.272467855,0.671251889,,,,,,,,,,,
1740,,,,-0.272467855,0.697297101,,,,,,,,,,,
1741,,,,-0.272467855,0.723342312,,,,,,,,,,,
1742,,,,-0.272467855,0.749387523,,,,,,,,,,,
1743,,,,-0.246422643,-0.787279948,,,,,,,,,,,
1744,,,,-0.246422643,-0.761234737,,,,,,,,,,,
1745,,,,-0.246422643,-0.735189525,,,,,,,,,,,
1746,,,,-0.246422643,-0.709144314,,,,,,,,,,,
1747,,,,-0.246422643,-0.683099102,,,,,,,,,,,
1748,,,,-0.246422643,-0.552873046,,,,,,,,,,,
1749,,,,-0.246422643,-0.500782623,,,,,,,,,,,
1750,,,,-0.246422643,-0.396601777,,,,,,,,,,,
1751,,,,-0.246422643,-0.370556566,,,,,,,,,,,
1752,,,,-0.246422643,-0.344511354,,,,,,,,,,,
1753,,,,-0.246422643,-0.292420932,,,,,,,,,,,
1754,,,,-0.246422643,-0.26637572,,,,,,,,,,,
1755,,,,-0.246422643,-0.240330509,,,,,,,,,,,
1756,,,,-0.246422643,-0.188240086,,,,,,,,,,,
1757,,,,-0.246422643,-0.136149663,,,,,,,,,,,
1758,,,,-0.246422643,-0.110104452,,,,,,,,,,,
1759,,,,-0.246422643,-0.084059241,,,,,,,,,,,
1760,,,,-0.246422643,-0.058014029,,,,,,,,,,,
1761,,,,-0.246422643,-0.031968818,,,,,,,,,,,
1762,,,,-0.246422643,-0.005923607,,,,,,,,,,,
1763,,,,-0.246422643,0.020121605,,,,,,,,,,,
1764,,,,-0.246422643,0.046166816,,,,,,,,,,,
1765,,,,-0.246422643,0.072212028,,,,,,,,,,,
1766,,,,-0.246422643,0.098257239,,,,,,,,,,,
